locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGHKLLLD_00001	CDS	819				hypothetical protein
PGHKLLLD_00002	CDS	486	klcA_1			Antirestriction protein KlcA
PGHKLLLD_00003	CDS	477				hypothetical protein
PGHKLLLD_00004	CDS	222				hypothetical protein
PGHKLLLD_00005	CDS	429	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
PGHKLLLD_00006	CDS	378	cbtA_1			Cytoskeleton-binding toxin CbtA
PGHKLLLD_00007	CDS	423				hypothetical protein
PGHKLLLD_00008	CDS	2154				hypothetical protein
PGHKLLLD_00009	CDS	108				hypothetical protein
PGHKLLLD_00010	CDS	1020				IS110 family transposase ISEc66
PGHKLLLD_00011	CDS	981	icsA		COG3468	Outer membrane protein IcsA autotransporter
PGHKLLLD_00012	CDS	747				IS3 family transposase ISEc31
PGHKLLLD_00013	CDS	312				hypothetical protein
PGHKLLLD_00014	CDS	1536				hypothetical protein
PGHKLLLD_00015	CDS	1539	cadC		COG3710	Transcriptional activator CadC
PGHKLLLD_00016	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
PGHKLLLD_00017	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
PGHKLLLD_00018	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
PGHKLLLD_00019	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
PGHKLLLD_00020	CDS	174	ghoT			Toxin GhoT
PGHKLLLD_00021	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
PGHKLLLD_00022	CDS	273	yjdJ_1		COG2388	putative protein YjdJ
PGHKLLLD_00023	CDS	3930	espC	3.4.21.-		Serine protease EspC
PGHKLLLD_00024	CDS	153				hypothetical protein
PGHKLLLD_00025	CDS	831	virF			Virulence regulon transcriptional activator VirF
PGHKLLLD_00026	CDS	483				hypothetical protein
PGHKLLLD_00027	CDS	3540	tsh	3.4.21.-		Temperature-sensitive hemagglutinin tsh autotransporter
PGHKLLLD_00028	CDS	570				hypothetical protein
PGHKLLLD_00029	CDS	705	yraI			putative fimbrial chaperone YraI
